Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Wharawhara Water Stn,1567,B75581,-37.57227,175.86206,132,H,N/A
Tauranga Aero Aws,1615,B76624,-37.673,176.196,4,G,Metservice
Whakamarama,1617,B76701,-37.73206,176.00218,255,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Station,Date(NZST),Percent(%),Depth(cm)

Evaporation (Priestley-Taylor ET)
Station,Date(NZST),Amount(mm),Period(Hrs),Type
1617,20150327:0800,2.0,-,58.4,0.0,24,D
1567,20150328:0800,1.0,-,12.1,0.0,24,D
1615,20150328:0800,0.0,-,110.4,0.0,24,D
1617,20150328:0800,0.0,-,61.3,0.0,24,D
1567,20150329:0800,3.6,-,11.6,0.0,24,D
1615,20150329:0800,11.0,-,101.1,0.0,24,D
1617,20150329:0800,0.0,-,64.1,0.0,24,D
1567,20150330:0800,7.5,-,7.1,0.0,24,D
1615,20150330:0800,7.8,-,95.4,0.0,24,D
1617,20150330:0800,10.0,-,56.9,0.0,24,D
1567,20150331:0800,1.7,-,8.5,0.0,24,D
1615,20150331:0800,0.4,-,97.4,0.0,24,D
1617,20150331:0800,0.0,-,59.7,0.0,24,D
1567,20150401:0800,0.0,-,11.6,0.0,24,D
1615,20150401:0800,0.0,-,99.7,0.0,24,D
1617,20150401:0800,0.0,-,62.5,0.0,24,D
1567,20150402:0800,2.4,-,10.9,0.0,24,D
1615,20150402:0800,1.6,-,99.5,0.0,24,D
1617,20150402:0800,0.0,-,64.1,0.0,24,D
1567,20150403:0800,0.0,-,12.6,0.0,24,D
1615,20150403:0800,2.2,-,98.7,0.0,24,D
1617,20150403:0800,4.0,-,61.6,0.0,24,D
1567,20150404:0800,0.0,-,14.4,0.0,24,D
1615,20150404:0800,0.0,-,100.1,0.0,24,D
1617,20150404:0800,16.0,-,47.2,0.0,24,D
1567,20150405:0900,2.0,-,14.1,0.0,24,D
1615,20150405:0900,0.0,-,101.5,0.0,24,D
1617,20150405:0900,0.0,-,48.7,0.0,24,D
1567,20150406:0900,16.5,-,0.0,0.6,24,D
1615,20150406:0900,2.2,-,100.6,0.0,24,D
1617,20150406:0900,0.0,-,50.2,0.0,24,D
1567,20150407:0900,1.0,-,0.7,0.0,24,D
1615,20150407:0900,0.4,-,101.6,0.0,24,D
1617,20150407:0900,0.0,-,51.8,0.0,24,D
1567,20150408:0900,0.0,-,2.5,0.0,24,D
1615,20150408:0900,0.0,-,102.9,0.0,24,D
1617,20150408:0900,0.0,-,53.3,0.0,24,D
1567,20150409:0900,0.5,-,3.7,0.0,24,D
1615,20150409:0900,0.0,-,104.2,0.0,24,D
1617,20150409:0900,19.0,-,35.9,0.0,24,D
1567,20150410:0900,0.0,-,5.5,0.0,24,D
1615,20150410:0900,0.4,-,105.1,0.0,24,D
1617,20150410:0900,0.0,-,37.4,0.0,24,D
1567,20150411:0900,17.0,-,0.0,9.8,24,D
1615,20150411:0900,20.2,-,86.1,0.0,24,D
1617,20150411:0900,0.0,-,39.0,0.0,24,D
1567,20150412:0900,0.0,-,1.7,0.0,24,D
1615,20150412:0900,0.0,-,87.9,0.0,24,D
1617,20150412:0900,0.0,-,40.5,0.0,24,D
1567,20150413:0900,9.8,-,0.0,6.3,24,D
1615,20150413:0900,0.0,-,89.6,0.0,24,D
1617,20150413:0900,0.0,-,42.1,0.0,24,D
1567,20150414:0900,28.0,-,0.0,26.3,24,D
1615,20150414:0900,10.4,-,80.9,0.0,24,D
1617,20150414:0900,27.0,-,16.6,0.0,24,D
1567,20150415:0900,0.0,-,1.7,0.0,24,D
1615,20150415:0900,0.0,-,82.8,0.0,24,D
1617,20150415:0900,0.0,-,18.2,0.0,24,D
1567,20150416:0900,0.0,-,3.5,0.0,24,D
1615,20150416:0900,0.0,-,84.7,0.0,24,D
1617,20150416:0900,0.0,-,19.7,0.0,24,D
1567,20150417:0900,0.0,-,5.2,0.0,24,D
1615,20150417:0900,0.0,-,86.5,0.0,24,D
1617,20150417:0900,0.0,-,21.3,0.0,24,D
1567,20150418:0900,18.0,-,0.0,11.0,24,D
1615,20150418:0900,4.6,-,83.6,0.0,24,D
1617,20150418:0900,7.0,-,15.8,0.0,24,D
1567,20150419:0900,29.0,-,0.0,27.3,24,D
1615,20150419:0900,49.2,-,36.3,0.0,24,D
1617,20150419:0900,87.0,-,0.0,69.6,24,D
1567,20150420:0900,0.0,-,1.7,0.0,24,D
1615,20150420:0900,1.2,-,37.1,0.0,24,D
1617,20150420:0900,0.0,-,1.5,0.0,24,D
1567,20150421:0900,0.0,-,3.5,0.0,24,D
1615,20150421:0900,0.0,-,39.2,0.0,24,D
1617,20150421:0900,0.0,-,3.1,0.0,24,D
1567,20150422:0900,0.0,-,5.2,0.0,24,D
1615,20150422:0900,0.0,-,41.3,0.0,24,D
1617,20150422:0900,0.0,-,4.6,0.0,24,D
1567,20150423:0900,0.0,-,7.0,0.0,24,D
1615,20150423:0900,0.8,-,42.5,0.0,24,D
1617,20150423:0900,16.0,-,0.0,9.8,24,D
1567,20150424:0900,3.0,-,5.7,0.0,24,D
1615,20150424:0900,0.0,-,44.6,0.0,24,D
1617,20150424:0900,0.0,-,1.5,0.0,24,D
1567,20150425:0900,2.5,-,4.9,0.0,24,D
1615,20150425:0900,0.0,-,46.7,0.0,24,D
1617,20150425:0900,0.0,-,3.1,0.0,24,D
1567,20150426:0900,2.5,-,4.2,0.0,24,D
1615,20150426:0900,3.6,-,45.2,0.0,24,D
1617,20150426:0900,0.0,-,4.6,0.0,24,D
1567,20150427:0900,14.0,-,0.0,8.1,24,D
1615,20150427:0900,2.0,-,45.2,0.0,24,D
1617,20150427:0900,0.0,-,6.2,0.0,24,D
1567,20150428:0900,37.0,-,0.0,35.3,24,D
1615,20150428:0900,17.4,-,29.9,0.0,24,D
1617,20150428:0900,44.0,-,0.0,36.3,24,D
1567,20150429:0900,4.2,-,0.0,2.5,24,D
1615,20150429:0900,0.0,-,32.0,0.0,24,D
1617,20150429:0900,0.0,-,1.5,0.0,24,D
1567,20150430:0900,7.8,-,0.0,6.1,24,D
1615,20150430:0900,0.0,-,34.1,0.0,24,D
1617,20150430:0900,0.0,-,3.1,0.0,24,D
1567,20150501:0900,0.0,-,1.7,0.0,24,D
1615,20150501:0900,0.0,-,36.2,0.0,24,D
1617,20150501:0900,8.0,-,0.0,3.4,24,D
1567,20150502:0900,0.0,-,2.8,0.0,24,D
1615,20150502:0900,0.0,-,37.3,0.0,24,D
1617,20150502:0900,0.0,-,0.8,0.0,24,D
1567,20150503:0900,0.0,-,3.8,0.0,24,D
1615,20150503:0900,0.0,-,38.5,0.0,24,D
1617,20150503:0900,0.0,-,1.6,0.0,24,D
1567,20150504:0900,0.0,-,4.8,0.0,24,D
1615,20150504:0900,0.0,-,39.6,0.0,24,D
1617,20150504:0900,0.0,-,2.4,0.0,24,D
1567,20150505:0900,0.0,-,5.8,0.0,24,D
1615,20150505:0900,0.0,-,40.7,0.0,24,D
1617,20150505:0900,0.0,-,3.2,0.0,24,D
1567,20150506:0900,0.0,-,6.8,0.0,24,D
1615,20150506:0900,0.2,-,41.7,0.0,24,D
1617,20150506:0900,0.0,-,4.0,0.0,24,D
1567,20150507:0900,0.5,-,7.4,0.0,24,D
1615,20150507:0900,0.0,-,42.8,0.0,24,D
1617,20150507:0900,0.0,-,4.9,0.0,24,D
1567,20150508:0900,24.0,-,0.0,15.6,24,D
1615,20150508:0900,16.6,-,27.3,0.0,24,D
1617,20150508:0900,23.0,-,0.0,17.3,24,D
1567,20150509:0900,10.0,-,0.0,9.0,24,D
1615,20150509:0900,9.2,-,19.3,0.0,24,D
1617,20150509:0900,11.0,-,0.0,10.2,24,D
1567,20150510:0900,0.0,-,1.0,0.0,24,D
1615,20150510:0900,0.0,-,20.4,0.0,24,D
1617,20150510:0900,0.0,-,0.8,0.0,24,D
1567,20150511:0900,0.0,-,2.0,0.0,24,D
1615,20150511:0900,0.0,-,21.6,0.0,24,D
1617,20150511:0900,0.0,-,1.6,0.0,24,D
1567,20150512:0900,10.0,-,0.0,6.9,24,D
1615,20150512:0900,0.0,-,22.7,0.0,24,D
1617,20150512:0900,0.0,-,2.4,0.0,24,D
1567,20150513:0900,7.0,-,0.0,6.0,24,D
1615,20150513:0900,1.4,-,22.4,0.0,24,D
1617,20150513:0900,9.0,-,0.0,5.8,24,D
1567,20150514:0900,0.0,-,1.0,0.0,24,D
1615,20150514:0900,0.0,-,23.6,0.0,24,D
1617,20150514:0900,0.0,-,0.8,0.0,24,D
1567,20150515:0900,19.0,-,0.0,17.0,24,D
1615,20150515:0900,19.6,-,5.1,0.0,24,D
1617,20150515:0900,18.0,-,0.0,16.4,24,D
1567,20150516:0900,6.0,-,0.0,5.0,24,D
1615,20150516:0900,5.0,-,1.3,0.0,24,D
1617,20150516:0900,0.0,-,0.8,0.0,24,D
1567,20150517:0900,0.0,-,1.0,0.0,24,D
1615,20150517:0900,0.0,-,2.4,0.0,24,D
1617,20150517:0900,0.0,-,1.6,0.0,24,D
1567,20150518:0900,0.0,-,2.0,0.0,24,D
1615,20150518:0900,0.0,-,3.5,0.0,24,D
1617,20150518:0900,0.0,-,2.4,0.0,24,D
1567,20150519:0900,0.0,-,3.1,0.0,24,D
1615,20150519:0900,0.0,-,4.7,0.0,24,D
1617,20150519:0900,0.0,-,3.2,0.0,24,D
1567,20150520:0900,0.0,-,4.1,0.0,24,D
1615,20150520:0900,0.0,-,5.8,0.0,24,D
1617,20150520:0900,0.0,-,4.0,0.0,24,D
1567,20150521:0900,2.0,-,3.1,0.0,24,D
1615,20150521:0900,0.0,-,6.9,0.0,24,D
1617,20150521:0900,0.0,-,4.9,0.0,24,D
1567,20150522:0900,13.0,-,0.0,8.9,24,D
1615,20150522:0900,10.2,-,0.0,2.1,24,D
1617,20150522:0900,24.0,-,0.0,18.3,24,D
1567,20150523:0900,2.0,-,0.0,1.0,24,D
1615,20150523:0900,2.0,-,0.0,0.9,24,D
1617,20150523:0900,0.0,-,0.8,0.0,24,D
1567,20150524:0900,35.0,-,0.0,34.0,24,D
1615,20150524:0900,22.4,-,0.0,21.3,24,D
1617,20150524:0900,34.0,-,0.0,32.4,24,D
1567,20150525:0900,3.5,-,0.0,2.5,24,D
1615,20150525:0900,0.2,-,0.9,0.0,24,D
1617,20150525:0900,0.0,-,0.8,0.0,24,D
1567,20150526:0900,2.0,-,0.0,1.0,24,D
1615,20150526:0900,0.0,-,2.1,0.0,24,D
1617,20150526:0900,0.0,-,1.6,0.0,24,D
1567,20150527:0900,0.0,-,1.0,0.0,24,D
1615,20150527:0900,0.2,-,3.0,0.0,24,D
1617,20150527:0900,6.0,-,0.0,3.6,24,D
1567,20150528:0900,0.0,-,2.0,0.0,24,D
1615,20150528:0900,0.0,-,4.2,0.0,24,D
1617,20150528:0900,0.0,-,0.8,0.0,24,D
1567,20150529:0900,0.0,-,3.1,0.0,24,D
1615,20150529:0900,0.0,-,5.3,0.0,24,D
1617,20150529:0900,0.0,-,1.6,0.0,24,D
1567,20150530:0900,0.0,-,4.1,0.0,24,D
1615,20150530:0900,0.0,-,6.4,0.0,24,D
1617,20150530:0900,0.0,-,2.4,0.0,24,D
1567,20150531:0900,0.0,-,5.1,0.0,24,D
1615,20150531:0900,0.0,-,7.6,0.0,24,D
1617,20150531:0900,0.0,-,3.2,0.0,24,D
1567,20150601:0900,58.0,-,0.0,51.9,24,D
1615,20150601:0900,8.4,-,0.3,0.0,24,D
1617,20150601:0900,21.0,-,0.0,17.0,24,D
1567,20150602:0900,24.0,-,0.0,23.3,24,D
1615,20150602:0900,8.8,-,0.0,7.4,24,D
1617,20150602:0900,47.0,-,0.0,46.3,24,D
1567,20150603:0900,6.0,-,0.0,5.3,24,D
1615,20150603:0900,10.2,-,0.0,9.2,24,D
1617,20150603:0900,8.0,-,0.0,7.3,24,D
1567,20150604:0900,3.4,-,0.0,2.7,24,D
1615,20150604:0900,0.0,-,1.0,0.0,24,D
1617,20150604:0900,23.0,-,0.0,22.3,24,D
1567,20150605:0900,5.0,-,0.0,4.3,24,D
1615,20150605:0900,3.0,-,0.0,0.9,24,D
1617,20150605:0900,4.0,-,0.0,3.3,24,D
1567,20150606:0900,1.0,-,0.0,0.3,24,D
1615,20150606:0900,1.8,-,0.0,0.8,24,D
1617,20150606:0900,0.0,-,0.7,0.0,24,D
1567,20150607:0900,8.0,-,0.0,7.3,24,D
1615,20150607:0900,0.4,-,0.6,0.0,24,D
1617,20150607:0900,5.0,-,0.0,3.7,24,D
1567,20150608:0900,0.0,-,0.7,0.0,24,D
1615,20150608:0900,0.0,-,1.7,0.0,24,D
1617,20150608:0900,0.0,-,0.7,0.0,24,D
1567,20150609:0900,0.0,-,1.4,0.0,24,D
1615,20150609:0900,0.0,-,2.7,0.0,24,D
1617,20150609:0900,0.0,-,1.3,0.0,24,D
1567,20150610:0900,0.0,-,2.2,0.0,24,D
1615,20150610:0900,0.0,-,3.8,0.0,24,D
1617,20150610:0900,0.0,-,2.0,0.0,24,D
1567,20150611:0900,4.5,-,0.0,1.6,24,D
1615,20150611:0900,1.6,-,3.2,0.0,24,D
1617,20150611:0900,0.0,-,2.6,0.0,24,D
1567,20150612:0900,1.0,-,0.0,0.3,24,D
1615,20150612:0900,0.0,-,4.2,0.0,24,D
1617,20150612:0900,3.0,-,0.3,0.0,24,D
1567,20150613:0900,0.0,-,0.7,0.0,24,D
1615,20150613:0900,0.8,-,4.5,0.0,24,D
1617,20150613:0900,0.0,-,0.9,0.0,24,D
1567,20150614:0900,0.0,-,1.4,0.0,24,D
1615,20150614:0900,0.0,-,5.5,0.0,24,D
1617,20150614:0900,0.0,-,1.6,0.0,24,D
1567,20150615:0900,0.0,-,2.2,0.0,24,D
1615,20150615:0900,0.0,-,6.6,0.0,24,D
1617,20150615:0900,8.0,-,0.0,5.7,24,D
1567,20150616:0900,0.0,-,2.9,0.0,24,D
1615,20150616:0900,0.0,-,7.6,0.0,24,D
1617,20150616:0900,0.0,-,0.7,0.0,24,D
1567,20150617:0900,0.0,-,3.6,0.0,24,D
1615,20150617:0900,0.0,-,8.6,0.0,24,D
1617,20150617:0900,0.0,-,1.3,0.0,24,D
1567,20150618:0900,0.0,-,4.3,0.0,24,D
1615,20150618:0900,0.0,-,9.7,0.0,24,D
1617,20150618:0900,0.0,-,2.0,0.0,24,D
1567,20150619:0900,0.0,-,5.1,0.0,24,D
1615,20150619:0900,0.0,-,10.7,0.0,24,D
1617,20150619:0900,0.0,-,2.6,0.0,24,D
1567,20150620:0900,0.0,-,5.8,0.0,24,D
1615,20150620:0900,0.0,-,11.8,0.0,24,D
1617,20150620:0900,0.0,-,3.3,0.0,24,D
1567,20150621:0900,35.0,-,0.0,28.5,24,D
1615,20150621:0900,8.6,-,4.2,0.0,24,D
1617,20150621:0900,22.0,-,0.0,18.1,24,D
1567,20150622:0900,0.0,-,0.7,0.0,24,D
1615,20150622:0900,0.0,-,5.2,0.0,24,D
1617,20150622:0900,0.0,-,0.7,0.0,24,D
1567,20150623:0900,0.0,-,1.4,0.0,24,D
1615,20150623:0900,0.0,-,6.3,0.0,24,D
1617,20150623:0900,0.0,-,1.3,0.0,24,D
1567,20150624:0900,0.0,-,2.2,0.0,24,D
1615,20150624:0900,0.0,-,7.3,0.0,24,D
1617,20150624:0900,0.0,-,2.0,0.0,24,D
1567,20150625:0900,0.0,-,2.9,0.0,24,D
1615,20150625:0900,0.0,-,8.4,0.0,24,D
1617,20150625:0900,0.0,-,2.6,0.0,24,D
1567,20150626:0900,0.0,-,3.6,0.0,24,D
1615,20150626:0900,0.0,-,9.4,0.0,24,D
1617,20150626:0900,0.0,-,3.3,0.0,24,D
1567,20150627:0900,9.0,-,0.0,4.7,24,D
1615,20150627:0900,0.0,-,10.4,0.0,24,D
1617,20150627:0900,4.0,-,0.0,0.1,24,D
1567,20150628:0900,0.0,-,0.7,0.0,24,D
1615,20150628:0900,0.0,-,11.5,0.0,24,D
1617,20150628:0900,0.0,-,0.7,0.0,24,D
1567,20150629:0900,0.0,-,1.4,0.0,24,D
1615,20150629:0900,0.0,-,12.5,0.0,24,D
1617,20150629:0900,0.0,-,1.3,0.0,24,D
1567,20150630:0900,0.0,-,2.2,0.0,24,D
1615,20150630:0900,0.0,-,13.6,0.0,24,D
1617,20150630:0900,0.0,-,2.0,0.0,24,D
1567,20150701:0900,0.0,-,2.9,0.0,24,D
1615,20150701:0900,0.0,-,14.6,0.0,24,D
1617,20150701:0900,0.0,-,2.7,0.0,24,D
1567,20150702:0900,0.0,-,3.6,0.0,24,D
1615,20150702:0900,0.0,-,15.5,0.0,24,D
1617,20150702:0900,0.0,-,3.2,0.0,24,D
1567,20150703:0900,0.0,-,4.4,0.0,24,D
1615,20150703:0900,0.0,-,16.4,0.0,24,D
1617,20150703:0900,0.0,-,3.8,0.0,24,D
1567,20150704:0900,5.0,-,0.1,0.0,24,D
1615,20150704:0900,4.8,-,12.5,0.0,24,D
1617,20150704:0900,0.0,-,4.4,0.0,24,D
1567,20150705:0900,17.0,-,0.0,16.2,24,D
1615,20150705:0900,1.6,-,11.7,0.0,24,D
1617,20150705:0900,12.0,-,0.0,7.1,24,D
1567,20150706:0900,0.0,-,0.7,0.0,24,D
1615,20150706:0900,0.0,-,12.6,0.0,24,D
1617,20150706:0900,0.0,-,0.6,0.0,24,D
1567,20150707:0900,0.0,-,1.4,0.0,24,D
1615,20150707:0900,1.4,-,12.1,0.0,24,D
1617,20150707:0900,0.0,-,1.1,0.0,24,D
1567,20150708:0900,14.0,-,0.0,11.9,24,D
1615,20150708:0900,15.0,-,0.0,2.1,24,D
1617,20150708:0900,29.0,-,0.0,27.3,24,D
1567,20150709:0900,16.7,-,0.0,16.0,24,D
1615,20150709:0900,0.2,-,0.7,0.0,24,D
1617,20150709:0900,0.0,-,0.6,0.0,24,D
1567,20150710:0900,0.0,-,0.7,0.0,24,D
1615,20150710:0900,0.0,-,1.5,0.0,24,D
1617,20150710:0900,0.0,-,1.1,0.0,24,D
1567,20150711:0900,0.0,-,1.4,0.0,24,D
1615,20150711:0900,0.0,-,2.4,0.0,24,D
1617,20150711:0900,0.0,-,1.7,0.0,24,D
1567,20150712:0900,0.0,-,2.1,0.0,24,D
1615,20150712:0900,0.0,-,3.3,0.0,24,D
1617,20150712:0900,0.0,-,2.3,0.0,24,D
1567,20150713:0900,0.0,-,2.9,0.0,24,D
1615,20150713:0900,0.0,-,4.2,0.0,24,D
1617,20150713:0900,0.0,-,2.8,0.0,24,D
1567,20150714:0900,0.0,-,3.6,0.0,24,D
1615,20150714:0900,0.6,-,4.4,0.0,24,D
1617,20150714:0900,0.0,-,3.4,0.0,24,D
1567,20150715:0900,2.0,-,2.3,0.0,24,D
1615,20150715:0900,3.2,-,2.1,0.0,24,D
1617,20150715:0900,0.0,-,4.0,0.0,24,D
1567,20150716:0900,24.0,-,0.0,21.0,24,D
1615,20150716:0900,20.2,-,0.0,17.2,24,D
1617,20150716:0900,70.0,-,0.0,65.5,24,D
1567,20150717:0900,0.0,-,0.7,0.0,24,D
1615,20150717:0900,0.2,-,0.7,0.0,24,D
1617,20150717:0900,43.0,-,0.0,42.4,24,D
1567,20150718:0900,0.0,-,1.4,0.0,24,D
1615,20150718:0900,0.0,-,1.5,0.0,24,D
1617,20150718:0900,0.0,-,0.6,0.0,24,D
1567,20150719:0900,0.0,-,2.1,0.0,24,D
1615,20150719:0900,17.2,-,0.0,14.8,24,D
1617,20150719:0900,0.0,-,1.1,0.0,24,D
1567,20150720:0900,30.0,-,0.0,27.1,24,D
1615,20150720:0900,0.0,-,0.9,0.0,24,D
1617,20150720:0900,0.0,-,1.7,0.0,24,D
1567,20150721:0900,0.0,-,0.7,0.0,24,D
1615,20150721:0900,1.2,-,0.5,0.0,24,D
1617,20150721:0900,5.0,-,0.0,2.7,24,D
1567,20150722:0900,5.0,-,0.0,3.6,24,D
1615,20150722:0900,0.0,-,1.4,0.0,24,D
1617,20150722:0900,0.0,-,0.6,0.0,24,D
1567,20150723:0900,0.0,-,0.7,0.0,24,D
1615,20150723:0900,0.0,-,2.3,0.0,24,D
1617,20150723:0900,0.0,-,1.1,0.0,24,D
1567,20150724:0900,0.0,-,1.4,0.0,24,D
1615,20150724:0900,0.0,-,3.2,0.0,24,D
1617,20150724:0900,0.0,-,1.7,0.0,24,D
1567,20150725:0900,0.0,-,2.1,0.0,24,D
1615,20150725:0900,0.0,-,4.0,0.0,24,D
1617,20150725:0900,0.0,-,2.3,0.0,24,D
1567,20150726:0900,0.0,-,2.9,0.0,24,D
1615,20150726:0900,0.2,-,4.7,0.0,24,D
1617,20150726:0900,0.0,-,2.8,0.0,24,D
1567,20150727:0900,0.0,-,3.6,0.0,24,D
1615,20150727:0900,5.0,-,0.6,0.0,24,D
1617,20150727:0900,5.0,-,0.0,1.6,24,D
1567,20150728:0900,18.0,-,0.0,13.7,24,D
1615,20150728:0900,15.2,-,0.0,13.8,24,D
1617,20150728:0900,25.0,-,0.0,24.4,24,D
1567,20150729:0900,13.0,-,0.0,12.3,24,D
1615,20150729:0900,5.0,-,0.0,4.1,24,D
1617,20150729:0900,22.0,-,0.0,21.4,24,D
1567,20150730:0900,18.0,-,0.0,17.3,24,D
1615,20150730:0900,0.0,-,0.9,0.0,24,D
1617,20150730:0900,4.0,-,0.0,3.4,24,D
1567,20150731:0900,2.0,-,0.0,1.3,24,D
1615,20150731:0900,0.0,-,1.7,0.0,24,D
1617,20150731:0900,0.0,-,0.6,0.0,24,D
1567,20150801:0900,0.0,-,0.7,0.0,24,D
1615,20150801:0900,0.0,-,2.6,0.0,24,D
1617,20150801:0900,0.0,-,1.2,0.0,24,D
1567,20150802:0900,1.0,-,0.9,0.0,24,D
1615,20150802:0900,0.0,-,3.8,0.0,24,D
1617,20150802:0900,0.0,-,2.1,0.0,24,D
1567,20150803:0900,1.0,-,1.1,0.0,24,D
1615,20150803:0900,2.2,-,2.9,0.0,24,D
1617,20150803:0900,0.0,-,3.1,0.0,24,D
1567,20150804:0900,0.0,-,2.3,0.0,24,D
1615,20150804:0900,0.0,-,4.1,0.0,24,D
1617,20150804:0900,0.0,-,4.0,0.0,24,D
1567,20150805:0900,0.0,-,3.4,0.0,24,D
1615,20150805:0900,1.8,-,3.6,0.0,24,D
1617,20150805:0900,0.0,-,4.9,0.0,24,D
1567,20150806:0900,78.0,-,0.0,73.4,24,D
1615,20150806:0900,42.0,-,0.0,37.2,24,D
1617,20150806:0900,13.0,-,0.0,7.1,24,D
1567,20150807:0900,4.8,-,0.0,3.6,24,D
1615,20150807:0900,0.2,-,1.1,0.0,24,D
1617,20150807:0900,57.0,-,0.0,56.1,24,D
1567,20150808:0900,18.0,-,0.0,16.8,24,D
1615,20150808:0900,5.6,-,0.0,3.3,24,D
1617,20150808:0900,22.0,-,0.0,21.1,24,D
1567,20150809:0900,5.5,-,0.0,4.3,24,D
1615,20150809:0900,2.0,-,0.0,0.7,24,D
1617,20150809:0900,4.0,-,0.0,3.1,24,D
1567,20150810:0900,6.0,-,0.0,4.8,24,D
1615,20150810:0900,0.8,-,0.5,0.0,24,D
1617,20150810:0900,0.0,-,0.9,0.0,24,D
1567,20150811:0900,0.0,-,1.2,0.0,24,D
1615,20150811:0900,0.4,-,1.3,0.0,24,D
1617,20150811:0900,0.0,-,1.9,0.0,24,D
1567,20150812:0900,0.0,-,2.4,0.0,24,D
1615,20150812:0900,0.0,-,2.6,0.0,24,D
1617,20150812:0900,0.0,-,2.8,0.0,24,D
1567,20150813:0900,0.0,-,3.5,0.0,24,D
1615,20150813:0900,0.0,-,3.8,0.0,24,D
1617,20150813:0900,0.0,-,3.8,0.0,24,D
1567,20150814:0900,5.0,-,0.0,0.3,24,D
1615,20150814:0900,0.2,-,4.9,0.0,24,D
1617,20150814:0900,0.0,-,4.7,0.0,24,D
1567,20150815:0900,47.0,-,0.0,45.8,24,D
1615,20150815:0900,21.0,-,0.0,14.9,24,D
1617,20150815:0900,68.0,-,0.0,62.3,24,D
1567,20150816:0900,0.0,-,1.2,0.0,24,D
1615,20150816:0900,0.2,-,1.1,0.0,24,D
1617,20150816:0900,4.0,-,0.0,3.1,24,D
1567,20150817:0900,0.0,-,2.4,0.0,24,D
1615,20150817:0900,0.0,-,2.3,0.0,24,D
1617,20150817:0900,0.0,-,0.9,0.0,24,D
1567,20150818:0900,0.0,-,3.5,0.0,24,D
1615,20150818:0900,0.0,-,3.6,0.0,24,D
1617,20150818:0900,0.0,-,1.9,0.0,24,D
1567,20150819:0900,4.0,-,0.7,0.0,24,D
1615,20150819:0900,9.0,-,0.0,4.2,24,D
1617,20150819:0900,14.0,-,0.0,11.2,24,D
1567,20150820:0900,39.0,-,0.0,37.1,24,D
1615,20150820:0900,9.8,-,0.0,8.5,24,D
1617,20150820:0900,0.0,-,0.9,0.0,24,D
1567,20150821:0900,9.0,-,0.0,7.8,24,D
1615,20150821:0900,0.0,-,1.3,0.0,24,D
1617,20150821:0900,0.0,-,1.9,0.0,24,D
1567,20150822:0900,0.0,-,1.2,0.0,24,D
1615,20150822:0900,0.0,-,2.5,0.0,24,D
1617,20150822:0900,0.0,-,2.8,0.0,24,D
1567,20150823:0900,0.0,-,2.4,0.0,24,D
1615,20150823:0900,1.0,-,2.8,0.0,24,D
1617,20150823:0900,0.0,-,3.8,0.0,24,D
1567,20150824:0900,0.0,-,3.5,0.0,24,D
1615,20150824:0900,0.4,-,3.6,0.0,24,D
1617,20150824:0900,0.0,-,4.7,0.0,24,D
1567,20150825:0900,0.0,-,4.7,0.0,24,D
1615,20150825:0900,3.2,-,1.7,0.0,24,D
1617,20150825:0900,0.0,-,5.7,0.0,24,D
1567,20150826:0900,11.0,-,0.0,5.1,24,D
1615,20150826:0900,1.4,-,1.5,0.0,24,D
1617,20150826:0900,8.0,-,0.0,1.4,24,D
1567,20150827:0900,0.0,-,1.2,0.0,24,D
1615,20150827:0900,0.0,-,2.8,0.0,24,D
1617,20150827:0900,0.0,-,0.9,0.0,24,D
1567,20150828:0900,0.0,-,2.4,0.0,24,D
1615,20150828:0900,0.0,-,4.0,0.0,24,D
1617,20150828:0900,0.0,-,1.9,0.0,24,D
1567,20150829:0900,0.0,-,3.5,0.0,24,D
1615,20150829:0900,0.0,-,5.3,0.0,24,D
1617,20150829:0900,0.0,-,2.8,0.0,24,D
1567,20150830:0900,0.0,-,4.7,0.0,24,D
1615,20150830:0900,2.6,-,3.9,0.0,24,D
1617,20150830:0900,0.0,-,3.8,0.0,24,D
1567,20150831:0900,45.0,-,0.0,39.1,24,D
1615,20150831:0900,0.2,-,5.0,0.0,24,D
1617,20150831:0900,0.0,-,4.7,0.0,24,D
1567,20150901:0900,290.0,-,0.0,288.8,24,D
1615,20150901:0900,46.8,-,0.0,40.5,24,D
1617,20150901:0900,0.0,-,5.7,0.0,24,D
1567,20150902:0900,48.0,-,0.0,46.0,24,D
1615,20150902:0900,19.6,-,0.0,17.3,24,D
1617,20150902:0900,126.0,-,0.0,118.5,24,D
1567,20150903:0900,22.0,-,0.0,20.0,24,D
1615,20150903:0900,5.0,-,0.0,2.7,24,D
1617,20150903:0900,0.0,-,1.8,0.0,24,D
1567,20150904:0900,5.5,-,0.0,3.5,24,D
1615,20150904:0900,1.2,-,1.1,0.0,24,D
1617,20150904:0900,25.0,-,0.0,21.3,24,D
1567,20150905:0900,2.0,-,0.0,0.0,24,D
1615,20150905:0900,0.2,-,3.1,0.0,24,D
1617,20150905:0900,0.0,-,1.8,0.0,24,D
